GbGDiv results table from 'allMtub-MYCOBACT' records table.																
"Created at 16:55, on Tue 3 May, 2016"																
Software version: 0.9																
Isolate records read from table: 7670																
																
Locus	Category	Missing	Paralogous	CountNuc	CountAA	MinLength	MaxLength	AvgLength	NonVarNuc	NonVarAA	AllelicDiv	ADivNM	VSitesNuc	VSitesAA	RatioCount	RatioVS
MYCO000926	Hypoth	38	0	78	51	1071	1083	1076.941176	988	296	0.072427354	0.010420798	0.082586847	0.17544243	0.653846154	2.124338624
MYCO000927	Int metab	332	0	52	29	789	792	791.1724138	743	241	0.065725244	0.003718688	0.060887378	0.086166318	0.557692308	1.415175376
MYCO000929	Cell wall	679	0	39	19	975	975	975	937	307	0.04	-0.022006556	0.038974359	0.055384615	0.487179487	1.421052632
MYCO000946	Int metab	76	0	87	53	1662	1662	1662	1577	503	0.05234657	-0.009659985	0.051143201	0.092057762	0.609195402	1.8
MYCO000949	Information	330	0	121	71	2310	2316	2315.873239	2180	690	0.05224811	-0.009758446	0.058670413	0.106168695	0.58677686	1.809578107
MYCO000951	Int metab	60	0	58	29	1164	1164	1164	1107	361	0.049828179	-0.012178377	0.048969072	0.069587629	0.5	1.421052632
MYCO000952	Int metab	143	0	55	26	912	912	912	861	278	0.060307018	-0.001699538	0.055921053	0.085526316	0.472727273	1.529411765
MYCO000953	Int metab	546	0	59	37	849	852	849.0810811	790	248	0.069486886	0.00748033	0.069582378	0.123758594	0.627118644	1.778591034
MYCO000957	Int metab	817	0	71	34	1554	1572	1571.470588	1480	485	0.04518061	-0.016825946	0.058207	0.074115665	0.478873239	1.273311897
MYCO000981	Regulatory	73	0	40	25	675	687	686.52	637	201	0.058264872	-0.003741684	0.072131912	0.121657053	0.625	1.686591276
MYCO000983	Int metab	952	0	79	48	1395	1395	1395	1310	415	0.056630824	-0.005375731	0.0609319	0.107526882	0.607594937	1.764705882
MYCO000993	Int metab	231	0	44	22	921	921	921	879	286	0.047774159	-0.014232397	0.045602606	0.068403909	0.5	1.5
MYCO000994	Int metab	507	0	71	31	1281	1281	1281	1217	398	0.055425449	-0.006581107	0.049960968	0.067915691	0.436619718	1.359375
MYCO000995	Information	26	0	43	35	612	612	612	572	172	0.070261438	0.008254882	0.065359477	0.156862745	0.813953488	2.4
MYCO001001	Int metab	64	0	77	50	1209	1215	1209.12	1134	359	0.063682678	0.001676123	0.062127829	0.109269551	0.649350649	1.758785942
MYCO001002	Cell wall	111	0	81	51	1500	1512	1511.764706	1425	454	0.053579767	-0.008426789	0.057392996	0.099066148	0.62962963	1.726101695
MYCO001007	Information	19	0	68	42	1560	1560	1560	1492	482	0.043589744	-0.018416812	0.043589744	0.073076923	0.617647059	1.676470588
MYCO001008	Cell wall	440	0	48	32	795	795	795	750	235	0.060377358	-0.001629197	0.056603774	0.113207547	0.666666667	2
MYCO001009	Cell wall	364	0	61	49	1086	1089	1088.938776	1024	315	0.056017842	-0.005988714	0.059634919	0.132182616	0.803278689	2.216530484
MYCO001010	Information	163	0	62	48	954	954	954	896	274	0.064989518	0.002982962	0.060796646	0.13836478	0.774193548	2.275862069
MYCO001011	Int metab	59	0	47	27	921	921	921	875	280	0.051031488	-0.010975068	0.049945711	0.087947883	0.574468085	1.760869565
MYCO001013	Lipids	88	0	76	40	1635	1635	1635	1561	507	0.04648318	-0.015523375	0.045259939	0.069724771	0.526315789	1.540540541
MYCO001014	Int metab	59	0	38	26	576	576	576	539	168	0.065972222	0.003965666	0.064236111	0.125	0.684210526	1.945945946
MYCO001015	Information	46	0	40	26	639	648	647.6538462	600	188	0.061761387	-0.000245169	0.073579191	0.12916444	0.65	1.755447942
MYCO001017	Int metab	15	0	39	17	981	981	981	943	311	0.039755352	-0.022251204	0.038735984	0.048929664	0.435897436	1.263157895
MYCO001018	Cell wall	89	0	85	44	1488	1488	1488	1405	453	0.057123656	-0.0048829	0.05577957	0.086693548	0.517647059	1.554216867
MYCO001020	Information	860	0	198	115	3705	3708	3705.026087	3504	1121	0.053440919	-0.008565637	0.054257671	0.092314083	0.580808081	1.701401505
MYCO001022	Cell wall	357	0	37	24	732	732	732	688	217	0.050546448	-0.011460108	0.06010929	0.110655738	0.648648649	1.840909091
MYCO001023	Int metab	274	0	75	37	1290	1290	1290	1222	396	0.058139535	-0.003867021	0.052713178	0.079069767	0.493333333	1.5
MYCO001026	Virulence	492	0	54	33	960	960	960	908	290	0.05625	-0.005756556	0.054166667	0.09375	0.611111111	1.730769231
MYCO001070	Lipids	44	0	35	19	774	774	774	741	240	0.045219638	-0.016786918	0.042635659	0.069767442	0.542857143	1.636363636
MYCO001071	Lipids	33	0	65	40	1038	1038	1038	976	309	0.062620424	0.000613868	0.05973025	0.106936416	0.615384615	1.790322581
MYCO001072	Cell wall	8	0	43	24	834	837	836.875	792	257	0.051381628	-0.010624928	0.053622106	0.078715459	0.558139535	1.467966574
MYCO001077	Int metab	110	0	76	42	1389	1395	1394.857143	1282	408	0.054485866	-0.007520689	0.080909463	0.122490782	0.552631579	1.513924051
MYCO001079	Int metab	133	0	47	27	1167	1167	1167	1121	362	0.040274207	-0.021732348	0.039417309	0.06940874	0.574468085	1.760869565
MYCO001080	Information	417	0	24	13	495	498	495.2307692	473	153	0.048462255	-0.0135443	0.044889717	0.073159366	0.541666667	1.629757785
MYCO001082	Virulence	74	0	40	23	867	867	867	827	265	0.046136101	-0.015870454	0.046136101	0.083044983	0.575	1.8
MYCO001086	Cell wall	108	0	48	28	789	789	789	741	218	0.060836502	-0.001170054	0.060836502	0.171102662	0.583333333	2.8125
MYCO001092	Int metab	203	0	40	22	939	939	939	895	288	0.042598509	-0.019408047	0.04685836	0.079872204	0.55	1.704545455
MYCO001094	Lipids	132	0	29	16	822	828	827.625	784	235	0.035040024	-0.026966532	0.052711071	0.14816493	0.551724138	2.810888252
MYCO001095	Int metab	191	0	66	34	1299	1302	1301.911765	1234	400	0.05069468	-0.011311876	0.052163109	0.07827855	0.515151515	1.500649632
MYCO001098	Int metab	138	0	54	37	1425	1425	1425	1373	441	0.037894737	-0.024111819	0.036491228	0.071578947	0.685185185	1.961538462
MYCO001099	Int metab	472	0	61	38	1086	1089	1088.842105	1024	295	0.056022815	-0.005983741	0.059551431	0.187209977	0.62295082	3.143668831
MYCO001108	Information	155	0	66	37	1248	1251	1248.081081	1185	380	0.05288118	-0.009125376	0.050542454	0.086597804	0.560606061	1.713367609
MYCO001110	Cell wall	27	0	44	25	1008	1008	1008	964	311	0.043650794	-0.018355762	0.043650794	0.074404762	0.568181818	1.704545455
MYCO001112	Hypoth	992	0	54	33	1074	1074	1074	1022	327	0.05027933	-0.011727226	0.048417132	0.086592179	0.611111111	1.788461538
MYCO001165	Information	357	0	102	62	1872	1887	1886.66129	1720	534	0.054063758	-0.007942797	0.088336625	0.150880973	0.607843137	1.708022839
MYCO001173	Int metab	437	0	128	85	2571	2574	2571.035294	2440	771	0.049785392	-0.012221164	0.050965965	0.100362408	0.6640625	1.969204525
MYCO001177	Int metab	23	0	8	5	327	327	327	320	104	0.024464832	-0.037541724	0.021406728	0.04587156	0.625	2.142857143
MYCO001178	Int metab	283	0	75	48	1089	1092	1089.0625	1017	320	0.068866571	0.006860015	0.066169297	0.118507891	0.64	1.790980052
MYCO001193	Lipids	723	0	59	37	1416	1422	1421.837838	1362	436	0.04149559	-0.020510966	0.042084854	0.080063869	0.627118644	1.902439024
MYCO001201	Int metab	459	0	53	30	954	954	954	904	287	0.055555556	-0.006451	0.052410901	0.097484277	0.566037736	1.86
MYCO001202	Int metab	358	0	45	26	1065	1065	1065	1022	329	0.042253521	-0.019753035	0.040375587	0.073239437	0.577777778	1.813953488
MYCO001207	Int metab	506	0	55	35	951	960	956.4	880	280	0.057507319	-0.004499237	0.079882894	0.121706399	0.636363636	1.523560209
MYCO001208	Int metab	54	0	38	17	975	975	975	937	308	0.038974359	-0.023032197	0.038974359	0.052307692	0.447368421	1.342105263
MYCO001213	Int metab	348	0	78	40	1212	1218	1215	1140	367	0.064197531	0.002190975	0.061728395	0.09382716	0.512820513	1.52
MYCO001220	Int metab	446	0	27	16	648	648	648	622	200	0.041666667	-0.020339889	0.040123457	0.074074074	0.592592593	1.846153846
MYCO001221	Information	9	0	39	22	771	774	773.8636364	736	235	0.050396476	-0.01161008	0.048928047	0.088986784	0.564102564	1.818727491
MYCO001223	Int metab	1243	0	90	60	1587	1587	1587	1495	470	0.056710775	-0.005295781	0.057971014	0.111531191	0.666666667	1.923913043
MYCO001229	Int metab	218	0	66	49	1173	1173	1173	1108	344	0.056265985	-0.005740571	0.05541347	0.120204604	0.742424242	2.169230769
MYCO001238	Cell wall	83	0	50	27	1182	1182	1182	1134	369	0.042301184	-0.019705371	0.040609137	0.063451777	0.54	1.5625
MYCO001239	Cell wall	32	0	57	37	1101	1101	1101	1044	329	0.051771117	-0.010235439	0.051771117	0.103542234	0.649122807	2
MYCO001245	Int metab	147	0	53	35	828	831	830.9142857	778	242	0.063785159	0.001778603	0.063682003	0.126263668	0.660377358	1.982721382
MYCO001248	Int metab	841	0	185	116	3696	3696	3696	3523	1128	0.050054113	-0.011952443	0.046807359	0.084415584	0.627027027	1.803468208
MYCO001253	Information	337	0	103	74	1686	1698	1692	1584	491	0.060874704	-0.001131851	0.063829787	0.129432624	0.718446602	2.027777778
MYCO001272	Cell wall	577	0	87	59	1890	1896	1895.898305	1805	573	0.045888537	-0.016118019	0.047944716	0.093305798	0.67816092	1.946112251
MYCO001273	Cell wall	29	0	95	65	1749	1749	1749	1655	519	0.054316752	-0.007689803	0.053744997	0.109777015	0.684210526	2.042553191
MYCO001277	Hypoth	823	0	51	28	1254	1254	1254	1204	391	0.040669856	-0.021336699	0.039872408	0.064593301	0.549019608	1.62
MYCO001292	Information	58	0	90	53	1653	1653	1653	1566	501	0.054446461	-0.007560095	0.052631579	0.090744102	0.588888889	1.724137931
MYCO001293	Int metab	99	0	64	36	1344	1344	1344	1281	415	0.047619048	-0.014387508	0.046875	0.073660714	0.5625	1.571428571
MYCO001294	Int metab	135	0	61	30	1326	1326	1326	1267	413	0.046003017	-0.016003539	0.044494721	0.06561086	0.491803279	1.474576271
MYCO001295	Int metab	101	0	54	30	1083	1083	1083	1028	331	0.049861496	-0.01214506	0.050784857	0.083102493	0.555555556	1.636363636
MYCO001297	Information	636	0	79	43	1809	1809	1809	1721	553	0.043670536	-0.01833602	0.048645661	0.08291874	0.544303797	1.704545455
MYCO001299	Information	67	0	33	16	1074	1074	1074	1043	343	0.030726257	-0.031280299	0.02886406	0.041899441	0.484848485	1.451612903
MYCO001302	Cell wall	21	0	48	19	1215	1215	1215	1169	386	0.039506173	-0.022500383	0.037860082	0.04691358	0.395833333	1.239130435
MYCO001305	Int metab	12	0	11	5	246	246	246	236	77	0.044715447	-0.017291109	0.040650407	0.06097561	0.454545455	1.5
MYCO001308	Int metab	106	0	65	38	1650	1650	1650	1586	514	0.039393939	-0.022612616	0.038787879	0.065454545	0.584615385	1.6875
MYCO001309	Int metab	27	0	52	36	918	918	918	867	274	0.05664488	-0.005361676	0.055555556	0.104575163	0.692307692	1.882352941
MYCO001310	Int metab	35	0	58	27	1461	1461	1461	1403	460	0.039698836	-0.022307719	0.039698836	0.055441478	0.465517241	1.396551724
MYCO001311	Int metab	31	0	28	20	363	366	365.85	337	104	0.076534099	0.014527543	0.078857455	0.147191472	0.714285714	1.866551127
MYCO001315	Cell wall	51	0	50	23	1257	1257	1257	1209	398	0.039777247	-0.022229308	0.038186158	0.050119332	0.46	1.3125
MYCO001321	Hypoth	118	0	36	27	681	681	681	646	200	0.052863436	-0.00914312	0.051395007	0.118942731	0.75	2.314285714
MYCO001323	Lipids	170	0	66	49	1170	1173	1170.061224	1105	343	0.056407305	-0.005599251	0.055604974	0.12055884	0.742424242	2.168130489
MYCO001326	Int metab	97	0	115	67	2196	2196	2196	2091	669	0.052367942	-0.009638614	0.047814208	0.086065574	0.582608696	1.8
MYCO001327	Int metab	134	0	99	62	2106	2106	2106	2006	641	0.047008547	-0.014998009	0.047483381	0.086894587	0.626262626	1.83
MYCO001328	Int metab	265	0	138	88	2592	2592	2592	2470	793	0.053240741	-0.008765815	0.047067901	0.082175926	0.637681159	1.745901639
MYCO001338	Cell wall	195	0	40	22	816	816	816	779	252	0.049019608	-0.012986948	0.045343137	0.073529412	0.55	1.621621622
MYCO001340	Information	105	0	36	18	780	780	780	746	243	0.046153846	-0.01585271	0.043589744	0.065384615	0.5	1.5
MYCO001380	Int metab	86	0	43	21	960	960	960	921	300	0.044791667	-0.017214889	0.040625	0.0625	0.488372093	1.538461538
MYCO001381	Int metab	811	0	57	29	1287	1293	1292.793103	1226	401	0.044090582	-0.017915974	0.051665733	0.06945667	0.50877193	1.344346928
MYCO001383	Int metab	74	0	62	43	1131	1131	1131	1071	338	0.054818744	-0.007187811	0.053050398	0.103448276	0.693548387	1.95
MYCO001384	Int metab	700	0	198	126	3348	3348	3348	3157	1000	0.059139785	-0.002866771	0.057048984	0.103942652	0.636363636	1.821989529
MYCO001385	Int metab	1213	0	45	26	822	825	824.8846154	777	241	0.054553084	-0.007453471	0.058050077	0.123513778	0.577777778	2.127710843
MYCO001388	Information	12	0	33	23	573	573	573	543	171	0.057591623	-0.004414933	0.052356021	0.104712042	0.696969697	2
MYCO001390	Information	2	0	18	6	333	333	333	316	106	0.054054054	-0.007952502	0.051051051	0.045045045	0.333333333	0.882352941
MYCO001391	Int metab	1337	0	70	43	1257	1257	1257	1186	374	0.055688146	-0.006318409	0.056483691	0.107398568	0.614285714	1.901408451
MYCO001392	Int metab	738	0	77	46	1206	1212	1211.869565	1133	360	0.063538191	0.001531635	0.065080903	0.108814982	0.597402597	1.67199559
MYCO001402	Information	3066	0	84	39	1959	1986	1968.230769	1880	619	0.042677922	-0.019328633	0.044827451	0.056513073	0.464285714	1.260680035
MYCO001407	Information	1059	0	89	56	1365	1374	1373.839286	1282	405	0.064781959	0.002775403	0.066848638	0.115617079	0.629213483	1.729535291
MYCO001408	Int metab	261	0	37	24	693	702	698.875	652	204	0.052942229	-0.009064327	0.06707208	0.124306922	0.648648649	1.853333333
MYCO001410	Cell wall	26	0	70	41	1557	1557	1557	1487	475	0.044958253	-0.017048303	0.044958253	0.08477842	0.585714286	1.885714286
MYCO001412	Int metab	33	0	33	21	606	606	606	574	182	0.054455446	-0.00755111	0.052805281	0.099009901	0.636363636	1.875
MYCO001415	Int metab	39	0	53	29	1278	1278	1278	1226	397	0.041471049	-0.020535507	0.040688576	0.068075117	0.547169811	1.673076923
MYCO001416	Int metab	12	0	26	15	483	483	483	458	146	0.053830228	-0.008176328	0.051759834	0.093167702	0.576923077	1.8
MYCO001420	Information	52	0	100	59	1935	1941	1940.898305	1837	589	0.051522535	-0.010484021	0.05353104	0.089596814	0.59	1.673735726
MYCO001421	Hypoth	39	0	52	33	906	906	906	859	272	0.057395143	-0.004611412	0.05187638	0.099337748	0.634615385	1.914893617
MYCO001436	Int metab	21	0	52	22	1020	1020	1020	971	318	0.050980392	-0.011026164	0.048039216	0.064705882	0.423076923	1.346938776
MYCO001437	Int metab	84	0	60	38	1239	1239	1239	1181	375	0.04842615	-0.013580406	0.046811945	0.092009685	0.633333333	1.965517241
MYCO001438	Int metab	40	0	44	28	786	786	786	739	235	0.055979644	-0.006026912	0.059796438	0.103053435	0.636363636	1.723404255
MYCO001440	Cell wall	38	0	17	11	234	234	234	218	67	0.072649573	0.010643017	0.068376068	0.141025641	0.647058824	2.0625
MYCO001445	Int metab	505	0	40	29	744	744	744	705	221	0.053763441	-0.008243115	0.052419355	0.108870968	0.725	2.076923077
MYCO001447	Int metab	910	0	111	76	1536	1545	1544.802632	1425	443	0.071853839	0.009847283	0.077552063	0.139695924	0.684684685	1.801317957
MYCO001448	Int metab	99	0	63	41	1122	1122	1122	1058	335	0.056149733	-0.005856823	0.057040998	0.104278075	0.650793651	1.828125
MYCO001449	Int metab	393	0	109	79	2103	2106	2103.037975	1992	594	0.051829782	-0.010176774	0.052798844	0.152654388	0.724770642	2.89124487
MYCO001451	Int metab	146	0	49	28	927	927	927	877	282	0.052858684	-0.009147872	0.053937433	0.087378641	0.571428571	1.62
MYCO001457	Cell wall	15	0	39	24	774	786	785.5	737	235	0.049649905	-0.012356651	0.061744112	0.102482495	0.615384615	1.659793814
MYCO001458	Cell wall	47	0	54	37	939	942	941.9189189	882	278	0.057329775	-0.00467678	0.06361367	0.11457347	0.685185185	1.801082544
MYCO001462	Hypoth	95	0	68	45	1194	1194	1194	1126	354	0.056951424	-0.005055132	0.056951424	0.110552764	0.661764706	1.941176471
MYCO001463	Cell wall	31	0	37	16	801	801	801	765	252	0.04619226	-0.015814296	0.04494382	0.056179775	0.432432432	1.25
MYCO001464	Int metab	397	0	63	37	1254	1254	1254	1191	381	0.050239234	-0.011767321	0.050239234	0.088516746	0.587301587	1.761904762
MYCO001465	Int metab	30	0	19	13	489	489	489	471	151	0.038854806	-0.02315175	0.036809816	0.073619632	0.684210526	2
MYCO001466	Hypoth	16	0	12	7	348	348	348	337	109	0.034482759	-0.027523797	0.031609195	0.060344828	0.583333333	1.909090909
MYCO001467	Lipids	161	3886	76	59	1821	1836	1832.389831	1209	360	0.041475891	-0.020530665	0.340205899	0.410605766	0.776315789	1.206933116
MYCO001473	Cell wall	70	0	72	47	1629	1629	1629	1560	499	0.044198895	-0.017807661	0.042357274	0.081031308	0.652777778	1.913043478
MYCO001474	Regulatory	230	0	22	12	564	564	564	543	176	0.039007092	-0.022999464	0.037234043	0.063829787	0.545454545	1.714285714
MYCO001475	Int metab	41	0	119	67	2832	2838	2832.089552	2713	880	0.042018445	-0.01998811	0.042050066	0.067826087	0.56302521	1.612984083
MYCO001479	Regulatory	165	0	62	36	1131	1134	1133.916667	1075	344	0.054677739	-0.007328816	0.051958551	0.089880209	0.580645161	1.729844413
MYCO001480	Hypoth	248	0	50	36	951	957	954	902	282	0.052410901	-0.009595654	0.054507338	0.113207547	0.72	2.076923077
MYCO001481	Cell wall	45	0	52	24	1005	1008	1007.875	955	313	0.0515937	-0.010412856	0.052461863	0.068336847	0.461538462	1.302600473
MYCO001483	Lipids	207	0	30	16	744	744	744	718	234	0.040322581	-0.021683975	0.034946237	0.056451613	0.533333333	1.615384615
MYCO001484	Lipids	59	0	43	27	810	810	810	770	246	0.05308642	-0.008920136	0.049382716	0.088888889	0.627906977	1.8
MYCO001485	Int metab	221	0	41	22	1035	1035	1035	999	324	0.039613527	-0.022393029	0.034782609	0.060869565	0.536585366	1.75
MYCO001493	Lipids	1173	0	82	47	2229	2253	2252.489362	2150	697	0.036404167	-0.025602388	0.045500486	0.071693729	0.573170732	1.575669504
MYCO001536	Information	261	0	166	108	3123	3126	3125.972222	2953	935	0.053103479	-0.008903077	0.055333896	0.102679166	0.65060241	1.855628714
MYCO001540	Hypoth	53	0	60	42	927	927	927	868	266	0.064724919	0.002718363	0.06364617	0.139158576	0.7	2.186440678
MYCO001547	Information	275	0	148	80	3555	3555	3555	3411	1110	0.041631505	-0.020375051	0.040506329	0.063291139	0.540540541	1.5625
MYCO001557	Cell wall	1281	0	70	51	1194	1194	1194	1133	356	0.058626466	-0.00338009	0.051088777	0.105527638	0.728571429	2.06557377
MYCO001559	Int metab	1650	0	72	39	1290	1290	1290	1223	393	0.055813953	-0.006192602	0.051937984	0.086046512	0.541666667	1.656716418
MYCO001564	Virulence	95	0	118	71	2160	2166	2165.915493	2008	631	0.054480427	-0.007526129	0.072909351	0.126004682	0.601694915	1.728237603
MYCO001568	Int metab	462	0	65	38	1314	1314	1314	1247	398	0.049467275	-0.01253928	0.050989346	0.091324201	0.584615385	1.791044776
MYCO001569	Int metab	1443	0	44	23	1161	1161	1161	1120	364	0.037898363	-0.024108192	0.035314384	0.059431525	0.522727273	1.682926829
MYCO001589	Int metab	28	0	49	24	1050	1050	1050	1003	326	0.046666667	-0.015339889	0.044761905	0.068571429	0.489795918	1.531914894
MYCO001593	Hypoth	16	0	37	19	711	714	711.1578947	677	220	0.052027827	-0.009978729	0.04803138	0.071936057	0.513513514	1.497688752
MYCO001594	Int metab	87	0	62	34	1050	1050	1050	990	318	0.059047619	-0.002958937	0.057142857	0.091428571	0.548387097	1.6
MYCO001595	Int metab	822	0	86	58	1581	1587	1584.051724	1498	462	0.054291156	-0.007715399	0.05432381	0.125028571	0.674418605	2.301542777
MYCO001599	Int metab	695	0	63	36	1317	1317	1317	1244	395	0.047835991	-0.014170565	0.055429005	0.10022779	0.571428571	1.808219178
MYCO001600	Int metab	16	0	59	32	1143	1143	1143	1086	350	0.051618548	-0.010388008	0.049868766	0.081364829	0.542372881	1.631578947
MYCO001601	Int metab	3	0	37	20	633	633	633	599	192	0.058451817	-0.003554739	0.05371248	0.090047393	0.540540541	1.676470588
MYCO001603	Int metab	20	0	47	27	738	738	738	694	220	0.063685637	0.001679081	0.059620596	0.105691057	0.574468085	1.772727273
MYCO001605	Int metab	33	0	42	29	798	804	803.7931034	759	240	0.052252252	-0.009754304	0.055727156	0.104247104	0.69047619	1.870669746
MYCO001609	Int metab	185	0	92	53	1545	1551	1550.886792	1452	460	0.0593209	-0.002685656	0.063761451	0.110186503	0.576086957	1.728105323
MYCO001611	Int metab	134	0	32	19	819	819	819	787	255	0.039072039	-0.022934517	0.039072039	0.065934066	0.59375	1.6875
MYCO001612	Int metab	21	0	68	34	1233	1233	1233	1171	379	0.055150041	-0.006856515	0.050283861	0.077858881	0.5	1.548387097
MYCO001617	Int metab	97	0	80	52	1419	1419	1419	1342	423	0.056377731	-0.005628825	0.054263566	0.105708245	0.65	1.948051948
MYCO001626	Regulatory	40	0	34	21	618	618	618	585	185	0.055016181	-0.006990375	0.053398058	0.101941748	0.617647059	1.909090909
MYCO001627	Lipids	230	0	53	31	1209	1209	1209	1155	370	0.043837883	-0.018168673	0.044665012	0.081885856	0.58490566	1.833333333
MYCO001629	Information	270	0	166	98	2715	2715	2715	2559	815	0.061141805	-0.000864751	0.057458564	0.099447514	0.590361446	1.730769231
MYCO001633	Information	993	0	116	67	2094	2097	2096.955224	1981	635	0.055318301	-0.006688255	0.055296948	0.091539973	0.577586207	1.655425409
MYCO001638	Information	352	0	154	90	2919	2919	2919	2771	890	0.052757794	-0.009248762	0.050702295	0.085303186	0.584415584	1.682432432
MYCO001649	Information	583	0	50	29	1026	1026	1026	982	318	0.048732943	-0.013273612	0.04288499	0.070175439	0.58	1.636363636
